Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11,Point 12,Point 13,Point 14,Point 15,Point 16,Point 17,Point 18,Point 19,Point 20,Point 21,Point 22,Point 23,Point 24,Point 25,Point 26,Point 27,Point 28,Point 29,Point 30,Point 31,Point 32,Point 33,Point 34,Point 35,Point 36,Point 37,Point 38,Point 39,Point 40,Point 41,Point 42,Point 43,Point 44,Point 45,Point 46,Point 47,Point 48,Point 49,Point 50,Point 51,Point 52,Point 53,Point 54,Point 55,Point 56,Point 57,Point 58,Point 59,Point 60,Point 61,Point 62,Point 63,Point 64,Point 65,Point 66,Point 67,Point 68,Point 69,Point 70,Point 71,Point 72,Point 73,Point 74,Point 75,Point 76,Point 77,Point 78,Point 79,Point 80,Point 81,Point 82,Point 83,Point 84,Point 85,Point 86,Point 87,Point 88,Point 89,Point 90,Point 91,Point 92,Point 93,Point 94,Point 95,Point 96,Point 97,Point 98,Point 99,Point 100,Point 101,Point 102,Point 103,Point 104,Point 105,Point 106,Point 107,Point 108,Point 109,Point 110,Point 111,Point 112,Point 113,Point 114,Point 115,Point 116,Point 117,Point 118,Point 119,Point 120,Point 121,Point 122,Point 123,Point 124,Point 125,Point 126,Point 127,Point 128,Point 129,Point 130,Point 131,Point 132,Point 133,Point 134,Point 135,Point 136,Point 137,Point 138,Point 139,Point 140,Point 141,Point 142,Point 143,Point 144,Point 145,Point 146,Point 147,Point 148,Point 149,Point 150,Point 151,Point 152,Point 153,Point 154,Point 155,Point 156,Point 157,Point 158,Point 159,Point 160,Point 161,Point 162,Point 163,Point 164,Point 165,Point 166,Point 167,Point 168,Point 169,Point 170,Point 171,Point 172,Point 173,Point 174,Point 175,Point 176,Point 177,Point 178,Point 179,Point 180,Point 181,Point 182,Point 183,Point 184,Point 185,Point 186,Point 187,Point 188,Point 189,Point 190,Point 191,Point 192,Point 193,Point 194,Point 195,Point 196,Point 197,Point 198,Point 199,Point 200,Point 201,Point 202,Point 203,Point 204,Point 205,Point 206,Point 207,Point 208,Point 209,Point 210,Point 211,Point 212,Point 213,Point 214,Point 215,Point 216,Point 217,Point 218,Point 219,Point 220,Point 221,Point 222,Point 223,Point 224,Point 225,Point 226,Point 227,Point 228,Point 229,Point 230,Point 231,Point 232,Point 233,Point 234,Point 235,Point 236,Point 237,Point 238,Point 239,Point 240,Point 241,Point 242,Point 243,Point 244,Point 245,Point 246,Point 247,Point 248,Point 249,Point 250,Label
0.0,4817.8,10905.0,11173.0,9964.0,7635.0,6463.3,6053.1,2887.4,3758.9,804.18,589.02,546.78,1165.3,1055.6,274.12,909.28,693.0,1151.1,1339.1,511.7,661.0,852.84,908.93,439.88,167.0,764.18,547.84,366.31,412.09,478.89,658.43,955.93,904.79,567.69,234.44,316.54,794.77,56.384,45.886,349.13,672.29,471.18,442.15,228.93,442.92,492.31,16.846,403.54,272.1,485.15,483.92,494.76,805.38,875.43,407.89,532.42,196.8,391.1,392.77,329.73,221.02,147.46,603.29,340.59,115.44,153.0,301.95,213.12,460.92,490.36,336.7,176.36,395.22,434.06,560.27,553.42,159.38,320.23,486.74,138.55,822.13,330.97,772.77,343.82,359.37,277.12,146.75,276.27,60.28,520.29,563.98,542.13,391.72,162.53,620.01,432.44,192.19,223.65,289.61,165.03,379.52,567.72,140.1,238.36,247.04,226.0,204.22,512.43,476.52,536.28,33.331,218.61,89.532,260.42,139.19,277.06,174.34,517.58,178.88,330.43,835.61,362.14,206.33,466.06,225.34,592.38,144.98,132.54,526.48,255.55,377.47,756.65,91.643,441.4,326.13,309.11,641.91,102.74,433.83,242.56,162.11,207.39,248.05,312.85,420.06,405.96,78.386,254.45,425.96,89.082,616.92,231.64,174.25,511.25,292.32,73.337,213.23,125.15,349.44,442.82,267.77,383.12,459.59,137.87,199.75,168.36,294.55,366.75,46.322,90.088,520.33,246.38,672.49,455.37,573.65,577.87,181.96,321.2,53.504,110.8,431.98,257.24,35.345,43.179,121.66,398.7,566.18,335.33,413.05,228.55,209.8,125.71,234.18,163.21,410.89,42.003,597.12,205.13,432.41,4.4882,416.96,281.06,425.26,355.0,193.81,502.96,396.39,402.93,41.94,128.33,85.633,169.08,99.004,376.56,177.29,131.27,151.11,176.25,253.08,313.65,132.32,324.11,12.153,94.213,52.204,85.264,146.56,94.89,207.02,225.45,203.21,103.7,92.765,44.976,200.42,131.01,57.897,26.045,173.27,13.855,44.211,97.517,178.8,76.56,88.713,55.74,57.419,92.805,53.633,rest
0.0,47229.0,40792.0,26738.0,10867.0,6072.6,10237.0,7697.3,3011.6,2981.8,2420.2,1251.2,259.83,1339.8,809.5,1061.1,889.45,444.15,520.41,373.32,1194.7,500.46,224.16,572.53,381.51,570.06,503.6,809.97,692.5,874.0,771.88,443.89,458.76,621.12,109.78,443.01,785.22,196.49,254.47,262.94,204.95,155.84,146.46,189.47,116.96,462.25,445.44,199.41,240.34,180.74,314.89,100.09,280.08,98.785,233.48,117.37,25.667,121.9,193.29,235.61,51.542,129.31,255.59,166.5,104.16,94.595,192.52,82.315,236.5,202.71,49.703,217.35,240.52,106.38,260.14,33.726,291.36,51.283,192.37,209.82,160.21,72.262,50.678,110.69,13.916,192.77,237.98,58.539,150.85,203.52,157.95,120.4,29.998,55.666,163.34,109.16,59.962,86.538,91.031,109.57,198.01,208.61,85.789,80.482,130.21,33.492,124.49,140.14,122.93,45.318,56.568,210.94,67.029,93.48,68.997,48.763,59.256,18.706,152.89,73.299,87.725,62.714,177.81,39.289,32.947,84.22,64.251,68.202,157.15,41.041,68.555,102.77,137.21,77.436,103.08,80.044,67.267,183.7,127.16,58.757,80.954,65.823,32.957,38.765,91.161,64.961,176.12,189.34,53.503,66.164,52.08,47.048,116.61,60.54,92.701,33.126,105.77,52.861,77.266,152.52,107.36,75.412,170.97,40.934,66.11,98.534,60.82,96.273,45.167,32.0,113.91,51.761,75.722,153.69,27.169,63.401,157.6,11.236,118.03,50.191,14.864,115.48,124.69,72.487,14.61,95.645,108.32,37.463,71.655,42.564,134.17,50.813,54.354,114.32,27.492,72.144,67.154,109.89,101.78,154.79,50.895,34.284,92.402,72.319,154.48,121.55,77.398,44.097,37.271,44.656,106.75,89.051,97.829,40.57,69.219,54.684,32.969,56.533,30.71,26.859,31.829,69.393,16.998,79.635,60.685,49.752,95.473,42.209,32.743,31.371,11.684,21.374,22.605,69.192,32.265,40.511,27.48,7.6946,24.414,32.987,19.295,37.04,30.354,33.252,26.654,11.056,40.43,26.696,32.657,28.717,rest
0.0,20303.0,39535.0,27678.0,13804.0,6950.3,10916.0,2148.2,2815.7,2272.2,1414.5,3036.7,2925.7,1883.6,798.48,618.14,1717.6,2035.5,892.58,1205.1,504.59,590.39,893.31,1222.1,887.88,1331.5,503.95,675.37,671.01,1071.1,692.92,860.95,1034.5,475.37,332.62,252.08,855.46,579.29,734.58,627.19,275.92,634.01,764.11,276.17,267.03,641.6,649.4,376.58,223.6,312.65,428.33,488.55,389.72,386.27,344.07,167.46,410.67,349.64,375.66,428.35,242.46,410.65,267.2,272.04,367.54,248.52,264.02,156.56,262.13,196.25,161.54,166.93,149.37,317.9,214.96,243.28,303.67,343.83,213.53,205.94,151.26,274.69,243.03,246.22,182.75,77.959,200.0,310.11,284.94,245.25,166.13,202.26,335.67,257.29,69.016,148.07,381.68,250.22,192.47,130.43,179.67,140.1,250.26,200.89,133.78,281.12,77.767,309.69,197.77,228.06,150.25,156.66,213.53,181.4,67.676,138.46,280.96,120.27,284.45,244.14,132.71,204.33,138.8,201.32,112.67,223.81,198.49,205.23,245.9,22.594,241.51,270.13,99.482,213.56,105.82,140.48,262.77,91.624,123.47,174.12,124.35,295.83,190.6,116.4,202.47,176.39,58.949,148.16,79.426,238.78,76.524,147.58,162.21,108.63,221.82,91.599,223.68,77.401,253.59,70.597,144.36,254.54,130.87,125.47,141.55,184.62,92.038,80.02,257.54,172.95,173.72,84.557,187.79,107.81,171.02,85.532,226.22,150.46,134.84,117.19,165.23,137.8,146.27,127.18,168.93,115.9,59.297,218.16,161.67,136.32,115.17,140.28,145.76,89.335,77.102,149.71,187.92,101.87,95.077,108.6,37.487,58.342,93.41,77.668,75.041,108.48,138.92,179.04,131.18,76.12,38.843,81.936,75.154,135.79,43.12,115.12,180.23,55.334,41.923,140.41,88.667,194.14,124.92,174.14,66.924,135.95,100.74,51.993,83.127,60.222,90.12,38.839,104.67,96.966,83.397,113.13,109.92,34.749,47.284,88.484,56.04,96.193,93.459,67.046,115.53,92.722,84.834,82.676,80.938,79.859,rest
0.0,16293.0,22771.0,6835.5,6490.7,7764.7,8522.9,3418.6,2711.7,4245.8,1835.7,2618.9,1651.9,588.62,702.62,1710.6,1975.8,881.55,887.0,775.25,910.33,669.04,388.34,376.86,767.92,537.4,341.95,498.07,379.36,1098.1,713.95,811.97,508.32,331.05,433.05,531.78,92.925,147.14,655.23,698.88,630.74,457.27,112.97,198.44,146.94,392.78,639.46,559.82,360.87,421.05,172.31,246.77,452.97,100.51,341.24,455.35,99.129,96.686,275.95,156.19,311.69,162.3,392.6,53.166,193.01,220.67,103.97,112.45,143.22,284.01,248.31,280.18,303.36,78.472,59.739,110.7,190.97,213.26,393.04,95.635,232.76,192.96,234.45,327.81,125.38,159.07,169.77,151.24,127.63,153.37,308.37,168.12,113.71,229.36,157.59,212.65,61.697,229.01,54.561,131.27,158.62,245.85,195.06,126.63,115.69,132.06,128.06,77.472,240.17,269.54,28.857,169.49,114.27,158.26,93.057,146.25,128.9,207.91,71.378,70.828,84.022,97.401,223.31,250.66,209.83,98.919,239.34,42.26,122.09,133.6,82.06,12.985,241.27,66.284,59.007,94.696,19.442,54.592,14.991,162.48,178.22,232.24,121.53,56.513,51.054,131.53,212.64,129.11,82.31,215.82,15.626,83.119,85.924,48.121,118.5,138.57,86.258,102.24,137.47,153.15,97.838,94.249,84.372,52.54,109.27,130.73,21.667,199.69,87.16,136.94,252.35,137.55,117.62,113.12,109.54,77.655,37.999,99.316,13.077,78.269,65.867,77.461,78.908,127.75,81.551,99.705,148.78,104.14,73.807,93.907,116.34,113.61,63.903,219.31,42.334,133.7,105.35,140.9,26.794,36.747,71.767,121.58,122.72,82.833,93.58,10.705,34.941,92.489,16.263,59.701,26.756,96.839,62.234,75.352,28.717,54.188,44.715,82.656,52.656,87.74,110.42,36.044,63.493,58.669,87.009,90.634,91.943,56.631,52.406,66.201,52.527,54.862,119.87,75.88,83.976,102.59,24.506,33.377,40.663,45.852,46.274,68.286,70.777,35.392,61.545,56.968,75.567,54.699,53.141,16.27,rest
0.0,65274.0,87476.0,48731.0,13186.0,18673.0,14906.0,13958.0,3704.3,5051.4,4347.6,2867.9,3102.4,1424.1,2153.7,404.14,1607.6,448.05,1752.8,838.3,481.26,1553.2,764.42,1001.0,294.71,642.97,556.84,795.95,343.34,165.28,344.8,474.06,473.11,824.15,100.67,287.35,662.74,264.17,90.702,405.13,273.91,240.47,355.52,363.77,469.48,206.08,398.4,190.32,423.57,186.65,240.94,230.62,143.08,327.89,125.56,230.19,29.978,393.95,201.39,368.01,476.79,332.59,204.14,173.75,307.14,57.09,406.17,160.18,340.53,197.93,380.81,58.182,318.67,342.87,131.16,269.11,221.33,100.68,57.154,60.005,125.62,207.0,190.04,133.52,95.292,217.41,115.68,307.9,208.47,49.411,240.39,161.61,264.52,162.92,164.68,84.495,81.721,199.86,310.57,185.19,159.21,102.37,185.1,296.11,95.172,224.15,140.56,235.39,123.93,278.81,328.57,197.3,191.71,190.4,89.505,220.1,108.21,127.65,110.25,211.34,160.85,122.08,112.99,131.21,292.52,97.863,63.075,74.019,176.53,100.04,223.68,170.84,123.86,53.706,95.115,256.12,109.5,164.29,98.652,162.83,110.87,142.82,21.991,188.99,138.5,115.49,180.34,226.38,308.87,102.0,204.67,46.389,172.21,89.386,211.25,25.656,109.79,127.42,47.085,78.968,45.234,52.153,55.151,62.628,138.56,95.812,41.322,54.806,54.948,117.86,150.7,68.651,69.527,38.24,108.77,136.17,91.938,64.001,74.246,85.035,149.57,97.814,76.469,150.78,79.326,63.01,69.702,84.292,65.717,129.29,49.804,52.184,90.186,141.37,83.309,61.885,94.445,83.678,63.582,109.91,59.258,96.007,84.411,96.985,52.341,37.307,47.945,45.668,35.647,35.599,104.49,52.469,90.698,35.103,67.223,62.14,94.886,139.64,99.262,46.884,47.616,86.61,156.11,44.361,14.175,55.322,2.9191,30.717,70.67,37.327,66.369,44.269,70.06,33.344,65.682,61.325,33.886,39.731,56.161,56.11,33.814,36.766,53.873,44.74,28.25,42.682,20.664,45.059,28.641,48.555,rest
0.0,11634.0,66097.0,72830.0,40148.0,27946.0,5535.0,12371.0,7857.6,2212.8,3201.1,4990.9,3073.5,3380.4,2118.1,2974.1,2622.2,2061.2,2115.4,2182.3,1513.6,1859.3,1965.9,2020.3,2316.7,1462.9,1748.7,1806.6,1087.1,1852.4,1023.2,1479.8,1235.4,1270.6,1227.9,1942.2,601.44,1201.9,1213.7,1061.0,489.82,1011.4,1071.5,938.72,1213.4,829.74,812.55,1158.5,728.07,849.82,636.86,1037.5,798.18,879.83,788.05,756.26,716.47,564.09,774.63,867.96,542.24,971.41,919.19,894.58,522.14,808.68,702.69,549.22,457.84,767.62,688.44,589.55,503.25,510.82,487.51,461.82,632.69,650.89,445.67,436.2,637.27,351.14,721.85,362.03,501.32,731.73,603.54,481.68,502.24,497.82,525.99,521.16,538.19,472.15,455.42,506.96,536.55,476.86,402.36,487.4,661.94,485.66,346.59,487.42,355.53,397.6,256.23,502.26,372.09,412.43,327.89,508.38,422.28,299.23,383.66,307.41,435.84,348.83,438.79,467.51,322.56,398.34,361.78,366.04,440.55,577.38,194.65,337.77,288.65,180.32,386.76,402.73,412.0,209.52,325.33,371.44,232.08,255.25,173.59,335.45,298.2,210.15,256.61,201.78,288.82,286.55,287.58,224.21,320.84,154.4,298.32,260.76,343.59,84.245,344.53,245.06,291.79,255.21,323.74,213.87,253.48,206.52,320.81,184.91,274.07,234.52,340.61,256.68,351.88,260.12,152.09,253.86,320.13,342.57,264.04,117.35,246.29,242.06,286.24,260.47,150.05,237.83,255.63,278.17,149.44,354.36,290.62,208.88,250.88,366.55,36.721,236.91,280.2,379.92,103.0,234.51,247.85,299.63,220.59,159.51,306.03,227.93,214.11,278.86,288.44,165.16,160.95,114.51,242.79,175.21,317.03,243.0,271.1,250.53,206.0,318.09,232.04,217.64,207.0,187.17,226.93,270.1,178.9,161.83,224.81,250.17,167.62,217.33,193.63,198.68,176.54,153.7,210.26,184.64,182.66,208.86,250.84,173.09,181.59,209.33,180.77,210.52,199.52,195.58,198.7,224.97,184.91,183.59,193.61,174.11,rest
0.0,22586.0,7163.4,22732.0,8119.6,5297.2,8701.2,5575.4,6121.1,5437.7,2730.1,4707.4,3313.3,1891.1,3076.5,2916.0,2614.8,2191.1,2102.6,2214.9,1915.2,1720.2,925.47,1077.4,1492.1,1155.5,1446.8,1094.4,1422.8,943.14,946.64,976.65,461.39,870.73,933.22,1323.4,1185.4,934.64,963.15,712.28,753.9,833.93,728.0,782.74,821.75,762.34,760.41,476.03,761.99,703.37,672.03,964.27,780.64,422.27,428.53,387.4,483.69,636.44,443.87,554.72,421.87,518.1,407.64,567.46,412.23,582.89,461.3,545.54,572.34,367.83,370.1,556.0,463.91,466.64,411.83,271.62,368.53,211.31,377.31,511.92,439.17,345.12,497.33,373.66,445.09,415.49,243.49,384.38,327.36,448.72,309.47,471.28,330.04,317.6,485.76,354.28,390.48,310.91,335.35,264.77,245.92,317.91,421.88,288.0,219.63,122.21,360.01,409.33,321.53,323.72,374.69,276.73,157.46,151.61,302.94,299.84,365.45,323.25,317.97,265.4,245.28,428.5,250.06,329.76,353.46,342.84,338.12,142.8,371.86,236.06,294.4,298.23,302.27,251.87,237.08,198.27,303.0,175.11,224.72,260.08,201.37,269.12,238.09,111.93,211.24,150.32,259.89,285.84,257.14,91.543,275.79,268.19,239.67,261.1,301.05,180.46,329.81,147.4,189.18,267.12,264.35,183.16,286.52,164.66,119.18,119.73,334.63,139.85,206.75,217.0,223.09,141.7,276.83,214.12,214.49,134.94,154.87,321.89,182.72,164.26,99.347,237.11,105.36,152.84,223.27,192.88,170.42,204.6,139.35,164.22,181.25,161.33,127.49,209.68,162.75,112.03,150.98,127.69,224.76,125.86,187.82,272.64,220.37,138.79,241.12,226.82,196.97,182.01,210.58,183.4,121.75,173.67,220.65,118.75,149.51,119.05,86.675,106.05,118.78,171.11,202.04,126.84,96.885,124.97,158.55,208.74,151.83,199.97,154.17,192.91,181.06,169.83,123.9,132.36,133.89,122.12,138.85,181.16,124.67,156.2,144.22,112.21,97.915,120.17,110.1,104.26,119.05,136.99,138.6,114.87,rest
0.0,55695.0,67617.0,48264.0,22405.0,11991.0,2157.5,4783.6,6429.9,2519.6,4898.4,1678.3,2273.4,2199.2,2256.8,1873.8,875.62,295.57,494.07,847.96,768.86,317.37,152.14,316.63,420.65,503.48,193.82,515.09,579.67,390.72,153.25,487.09,493.41,367.01,188.18,571.49,341.4,325.98,605.96,245.3,232.55,216.66,411.19,409.28,298.96,200.34,376.82,605.57,96.997,132.26,457.89,330.02,255.51,169.26,341.99,328.86,231.7,81.37,177.31,247.84,308.52,388.03,112.98,176.48,167.07,315.68,309.63,114.36,177.07,290.72,98.01,98.119,359.96,32.741,27.554,319.21,162.03,43.0,119.04,134.83,345.08,183.03,68.365,76.417,193.03,81.325,75.522,229.44,21.627,92.85,55.108,175.19,222.01,131.57,195.74,160.45,47.189,91.376,253.5,182.98,94.918,37.413,283.84,145.24,31.159,70.045,124.95,43.612,71.372,124.13,12.376,132.3,109.68,78.875,144.3,162.21,48.248,135.31,218.0,34.244,48.136,150.5,21.664,74.652,139.03,133.34,131.97,178.13,123.44,173.87,24.689,104.22,180.71,53.444,182.68,176.45,266.62,43.663,185.99,75.221,77.657,96.497,198.92,76.855,44.474,85.836,84.978,131.19,208.95,103.68,33.194,120.8,166.04,19.193,127.96,238.93,53.871,110.64,97.853,57.378,173.74,24.47,56.316,103.95,147.98,191.31,75.44,86.031,105.19,127.31,63.125,89.192,62.202,142.94,68.887,136.56,72.668,41.227,46.451,31.825,129.01,122.57,10.664,86.783,134.78,75.413,51.283,23.829,98.15,72.199,53.211,70.376,204.38,121.69,54.328,33.221,102.23,73.68,114.31,74.173,132.43,184.63,104.32,33.386,48.115,67.446,105.31,67.865,23.691,74.869,66.712,57.882,49.652,158.88,87.28,33.923,70.785,10.245,50.534,22.346,40.937,105.92,71.173,59.016,56.613,65.223,9.2283,50.221,40.783,86.163,46.951,59.506,85.119,38.83,11.553,97.263,28.159,23.216,27.677,64.955,47.521,24.61,11.536,20.886,13.126,50.828,5.0644,40.152,34.403,30.383,rest
0.0,1664.0,2216.3,3776.5,3230.1,2212.3,3766.6,3610.0,3691.9,2087.9,3966.9,1512.4,3168.4,1394.7,2070.4,1469.2,1208.8,189.13,1499.8,1526.0,1756.4,1019.3,1574.0,844.05,1199.2,576.98,651.85,515.37,142.51,652.39,823.75,560.42,662.25,475.99,294.16,306.86,277.59,170.7,459.83,357.5,356.3,665.42,282.66,54.818,455.36,305.77,306.43,243.45,349.26,199.79,241.36,281.62,230.97,519.18,274.49,484.88,353.94,290.0,78.911,507.15,323.65,470.13,237.79,290.41,304.75,308.05,149.2,307.89,385.36,215.94,34.965,306.15,266.02,177.22,196.1,73.679,41.106,317.25,170.67,284.31,65.333,200.53,124.46,315.51,304.15,381.12,207.23,267.79,124.32,189.64,100.89,184.03,244.33,327.43,193.81,62.698,20.542,224.2,99.483,126.06,27.206,192.63,173.24,199.0,156.08,237.15,72.87,150.92,217.54,118.78,106.72,351.3,33.545,258.28,219.96,138.71,185.29,152.79,97.271,53.219,27.015,148.05,190.67,94.943,83.133,207.47,93.169,88.264,66.911,145.84,53.598,112.72,34.842,156.94,148.22,189.14,117.43,157.52,197.02,48.777,145.01,147.46,138.65,92.869,121.28,199.81,75.442,33.427,117.26,32.964,107.58,224.98,112.05,100.01,140.7,116.34,163.53,61.279,213.77,86.011,48.78,32.367,145.55,114.36,52.768,60.022,91.082,93.123,147.95,113.15,10.138,181.2,181.53,96.71,85.711,75.997,214.05,130.41,28.989,124.25,91.839,37.957,163.85,131.63,43.103,30.189,59.24,111.72,97.884,143.88,38.741,40.443,179.5,130.22,113.16,21.702,73.101,135.25,23.335,85.411,98.12,133.01,92.967,70.058,113.62,90.227,90.45,40.109,34.824,67.73,95.072,16.456,117.62,73.34,99.291,76.782,103.06,59.235,75.076,86.906,113.33,97.2,69.629,61.652,90.564,75.38,42.125,42.858,65.11,81.089,84.849,83.613,55.251,91.612,66.953,53.551,60.192,54.037,10.831,47.285,63.474,47.515,40.623,67.838,73.132,52.586,62.003,52.137,54.12,44.98,rest
0.0,16521.0,15417.0,12600.0,9802.2,6408.4,3354.6,5121.3,6517.2,4518.9,2409.0,2570.5,1246.4,1987.2,2822.7,1997.2,379.08,864.45,471.74,1593.5,1342.6,444.27,682.28,743.95,682.96,1003.6,199.96,245.21,671.3,265.56,388.51,425.01,596.68,659.92,166.62,709.04,599.56,207.28,733.25,152.91,495.63,1036.7,581.84,551.63,680.51,102.17,230.12,194.97,420.18,796.97,369.99,136.17,364.75,32.578,212.46,79.333,337.8,252.62,468.91,356.06,232.12,383.44,23.942,216.06,421.25,272.75,216.97,245.31,30.432,236.48,344.5,230.8,228.92,381.72,284.09,207.8,388.28,268.3,404.27,325.35,212.88,289.27,202.19,239.85,224.42,83.747,142.92,89.869,128.78,42.958,220.91,157.27,188.67,251.35,203.31,68.279,37.278,243.55,107.39,159.77,346.78,189.15,259.12,95.315,52.888,130.87,194.97,47.552,151.55,270.62,209.54,78.262,179.61,75.36,160.59,246.56,302.53,80.623,134.67,340.25,231.68,97.48,91.308,98.744,57.365,106.49,84.282,172.42,226.93,200.02,139.17,194.09,223.97,105.76,261.63,210.72,213.65,135.14,204.44,188.97,151.74,235.73,250.71,92.133,98.442,47.643,213.15,196.89,261.41,171.57,250.0,98.549,115.98,131.07,56.288,34.028,51.775,169.32,235.97,159.43,211.39,146.01,109.64,208.76,46.921,71.925,73.003,36.088,135.18,105.96,110.16,96.303,24.456,172.5,157.83,90.389,84.173,19.779,116.61,57.981,126.92,170.7,123.12,196.61,107.8,64.85,193.53,62.16,74.335,148.89,48.225,131.1,137.98,151.18,48.607,10.656,17.227,132.26,92.81,128.03,76.857,150.42,192.32,18.993,76.692,34.263,87.017,109.73,61.664,125.8,40.668,49.675,107.73,81.629,53.304,212.09,105.59,46.541,81.238,39.441,128.0,104.98,40.109,29.591,81.38,67.826,63.426,68.803,66.712,43.117,83.565,26.94,81.828,64.262,27.784,32.896,78.273,81.707,60.82,66.106,57.834,46.013,77.654,36.006,63.698,55.214,51.437,64.911,76.536,51.677,rest
0.0,28243.0,34639.0,17398.0,8436.0,6833.9,4241.6,3781.2,1331.4,842.89,821.91,771.2,1197.2,1001.8,448.01,475.13,593.95,403.91,980.98,270.7,132.83,909.41,336.79,236.72,894.4,828.07,306.43,636.21,612.51,675.68,654.03,294.65,159.12,1123.7,80.463,293.21,180.03,436.26,503.42,514.35,689.7,305.19,341.08,358.37,84.051,750.96,263.38,209.55,250.46,177.22,634.79,283.5,140.06,623.97,154.03,452.15,369.68,171.35,377.43,519.08,457.52,390.87,130.83,467.02,427.06,89.297,334.78,234.95,352.86,311.85,587.71,394.87,311.83,222.12,415.83,214.7,82.862,158.9,174.92,95.534,412.82,364.48,463.04,243.21,78.67,338.01,405.97,256.25,433.96,718.85,95.609,584.36,644.42,397.77,376.07,126.62,260.8,192.08,287.63,177.64,63.878,462.06,866.3,334.46,378.69,370.04,180.19,312.96,738.7,109.85,196.04,290.72,368.9,459.78,645.09,497.77,358.24,439.41,524.02,301.39,250.34,74.811,89.039,484.39,595.66,476.1,359.75,199.89,531.35,295.05,670.7,132.49,298.79,367.52,329.02,240.3,162.23,123.44,309.16,542.1,303.62,631.93,158.87,314.17,151.71,479.76,371.55,261.52,75.174,427.65,346.11,128.19,307.15,181.11,372.43,567.99,199.92,302.59,240.22,199.35,104.25,345.26,123.78,549.66,641.16,149.07,263.24,266.72,119.28,186.67,315.64,642.41,401.02,406.17,369.82,347.28,501.25,328.59,166.5,511.34,247.59,82.221,357.28,274.88,413.27,692.71,485.4,332.66,87.211,389.99,692.66,503.15,151.33,405.17,195.74,185.22,314.57,352.68,184.86,257.2,185.51,199.56,235.89,432.29,111.91,297.79,253.7,296.54,149.88,292.37,361.65,207.11,187.06,274.44,118.64,224.4,68.944,369.03,345.0,41.652,121.99,321.64,114.5,45.365,36.501,105.76,22.211,48.14,169.43,159.91,123.89,190.65,242.75,25.45,76.082,154.01,96.281,61.201,151.6,111.11,124.94,14.749,73.937,93.64,15.948,34.536,101.23,73.395,77.725,103.7,rest
0.0,15307.0,15249.0,12606.0,16126.0,9398.7,3821.6,2946.2,3363.0,3522.0,4480.9,2644.0,330.75,1923.7,3171.0,1971.2,249.54,1287.8,332.3,1169.9,534.53,1001.5,500.15,290.24,765.51,1405.3,539.77,691.5,360.03,465.76,580.67,321.16,181.03,577.31,260.43,379.6,194.88,381.04,806.66,357.16,93.848,408.03,425.66,450.67,157.2,328.21,400.5,354.27,266.14,205.86,391.7,688.66,617.93,399.37,272.57,402.03,440.44,241.54,246.4,366.2,179.82,184.92,328.88,267.54,167.86,248.76,257.39,353.15,253.75,221.21,164.12,247.48,122.37,277.38,200.03,347.77,175.51,251.3,139.25,208.54,220.77,135.72,124.43,167.42,321.67,369.21,221.02,196.76,302.55,135.7,115.04,72.315,147.74,139.08,182.83,55.2,72.335,90.727,158.59,107.18,26.347,147.54,189.68,50.536,100.92,209.68,198.78,76.401,90.659,184.14,127.63,207.78,220.92,83.774,57.699,107.42,131.18,96.892,196.75,253.8,205.93,172.07,101.38,173.22,166.85,136.57,157.05,131.9,76.739,143.73,149.62,156.03,111.5,41.747,91.631,139.47,219.27,181.5,50.338,168.99,94.79,194.85,54.049,52.874,173.67,82.719,252.59,158.05,75.877,138.73,49.21,53.711,262.4,130.53,123.38,57.414,156.75,180.37,53.707,135.92,142.26,153.91,132.1,41.158,115.64,159.28,83.989,210.17,261.62,63.917,177.28,103.18,73.814,176.48,154.71,204.01,129.47,107.94,198.07,61.633,76.443,62.999,106.29,137.75,46.042,67.91,138.61,48.193,111.28,161.92,104.9,117.55,88.043,131.43,154.96,82.507,83.468,67.381,49.222,105.92,95.687,42.417,144.3,83.967,30.015,60.537,88.405,150.51,52.341,24.989,108.81,108.5,25.855,86.037,30.165,120.86,75.209,27.797,49.006,83.688,136.47,69.794,46.28,93.918,55.184,54.35,51.177,69.986,52.694,18.324,82.319,84.165,87.857,72.046,91.872,72.988,44.342,74.716,30.825,64.464,48.261,62.232,66.357,53.767,57.203,66.855,55.273,60.18,45.306,65.511,rest
