Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11,Point 12,Point 13,Point 14,Point 15,Point 16,Point 17,Point 18,Point 19,Point 20,Point 21,Point 22,Point 23,Point 24,Point 25,Point 26,Point 27,Point 28,Point 29,Point 30,Point 31,Point 32,Point 33,Point 34,Point 35,Point 36,Point 37,Point 38,Point 39,Point 40,Point 41,Point 42,Point 43,Point 44,Point 45,Point 46,Point 47,Point 48,Point 49,Point 50,Point 51,Point 52,Point 53,Point 54,Point 55,Point 56,Point 57,Point 58,Point 59,Point 60,Point 61,Point 62,Point 63,Point 64,Point 65,Point 66,Point 67,Point 68,Point 69,Point 70,Point 71,Point 72,Point 73,Point 74,Point 75,Point 76,Point 77,Point 78,Point 79,Point 80,Point 81,Point 82,Point 83,Point 84,Point 85,Point 86,Point 87,Point 88,Point 89,Point 90,Point 91,Point 92,Point 93,Point 94,Point 95,Point 96,Point 97,Point 98,Point 99,Point 100,Point 101,Point 102,Point 103,Point 104,Point 105,Point 106,Point 107,Point 108,Point 109,Point 110,Point 111,Point 112,Point 113,Point 114,Point 115,Point 116,Point 117,Point 118,Point 119,Point 120,Point 121,Point 122,Point 123,Point 124,Point 125,Point 126,Point 127,Point 128,Point 129,Point 130,Point 131,Point 132,Point 133,Point 134,Point 135,Point 136,Point 137,Point 138,Point 139,Point 140,Point 141,Point 142,Point 143,Point 144,Point 145,Point 146,Point 147,Point 148,Point 149,Point 150,Point 151,Point 152,Point 153,Point 154,Point 155,Point 156,Point 157,Point 158,Point 159,Point 160,Point 161,Point 162,Point 163,Point 164,Point 165,Point 166,Point 167,Point 168,Point 169,Point 170,Point 171,Point 172,Point 173,Point 174,Point 175,Point 176,Point 177,Point 178,Point 179,Point 180,Point 181,Point 182,Point 183,Point 184,Point 185,Point 186,Point 187,Point 188,Point 189,Point 190,Point 191,Point 192,Point 193,Point 194,Point 195,Point 196,Point 197,Point 198,Point 199,Point 200,Point 201,Point 202,Point 203,Point 204,Point 205,Point 206,Point 207,Point 208,Point 209,Point 210,Point 211,Point 212,Point 213,Point 214,Point 215,Point 216,Point 217,Point 218,Point 219,Point 220,Point 221,Point 222,Point 223,Point 224,Point 225,Point 226,Point 227,Point 228,Point 229,Point 230,Point 231,Point 232,Point 233,Point 234,Point 235,Point 236,Point 237,Point 238,Point 239,Point 240,Point 241,Point 242,Point 243,Point 244,Point 245,Point 246,Point 247,Point 248,Point 249,Point 250,Label
0.0,4701.3,42396.0,30216.0,18445.0,16434.0,20531.0,5799.3,6867.6,14616.0,9640.2,8108.8,12896.0,3031.0,11568.0,3441.0,9632.7,4657.5,5804.4,5147.3,1705.2,3645.2,3953.8,964.11,3749.3,1794.0,1580.1,3279.2,1025.7,3342.3,4620.1,2342.0,3525.5,4173.1,1056.1,2713.6,3248.4,1242.9,3971.3,4429.3,836.85,1821.4,1873.3,3625.7,674.2,1371.0,941.69,1183.9,1046.6,2509.0,1335.6,598.08,2403.5,3221.1,745.81,1938.0,2669.1,2015.8,3632.8,3131.1,2005.9,511.8,2528.7,2698.4,1079.7,2482.2,1562.5,1555.0,2156.9,2124.2,1641.2,1440.1,361.24,956.3,1269.7,2130.7,906.96,1737.4,1871.1,2184.9,2562.8,1484.5,1818.0,591.28,645.68,2399.0,2198.4,1407.8,1614.7,1868.2,1686.2,583.86,2096.8,466.37,2322.3,741.82,2050.4,940.84,1004.5,1561.0,1730.0,2235.4,1535.8,1864.7,2283.6,1849.1,1452.2,1643.3,2827.7,920.45,1183.0,1458.2,1473.1,1003.7,1157.3,1799.2,477.81,800.93,879.3,912.95,871.61,2449.9,1110.7,1527.0,923.43,2036.6,1941.5,241.77,654.72,740.41,1560.1,956.4,2636.5,1766.7,1257.6,1719.4,1104.7,939.67,869.17,1426.7,1600.6,778.89,1351.0,1355.0,2109.6,2093.6,1626.8,1136.3,2225.2,1047.3,1074.8,1593.0,909.11,496.88,928.81,2408.6,939.32,2051.5,1601.5,1917.7,1172.8,1573.3,1146.7,1079.5,962.01,805.92,1531.1,2156.3,632.45,1001.1,1400.0,114.87,611.73,949.52,891.97,1166.7,1180.9,1000.5,1930.0,1605.6,968.48,509.67,754.99,625.91,305.29,1049.2,1175.8,153.74,345.97,770.0,678.12,557.36,718.02,709.45,1152.4,168.88,1607.8,1434.8,486.61,458.56,980.2,1373.7,733.93,267.2,560.61,460.49,1070.7,1021.6,496.83,315.54,911.1,854.64,658.64,1199.1,778.62,566.83,481.44,527.46,1035.1,115.43,591.45,582.98,1520.9,739.95,243.92,101.58,472.76,333.33,454.31,661.78,323.54,464.6,391.65,186.46,60.356,397.4,594.93,129.24,216.64,352.0,71.237,256.0,249.93,290.11,207.45,162.65,329.61,131.57,119.22,347.19,contraction
0.0,87477.0,58664.0,108890.0,105150.0,68006.0,89701.0,30652.0,50834.0,13372.0,51230.0,34486.0,28109.0,16163.0,11578.0,27467.0,21054.0,11438.0,17790.0,15334.0,17118.0,4709.1,14379.0,4544.3,7999.7,8405.0,14618.0,3797.6,9373.6,9876.7,8125.9,5908.3,8415.5,1520.7,2161.7,7208.9,5479.3,1120.7,5538.6,8310.2,1566.8,5983.1,2457.9,9270.0,4392.8,4894.8,1802.0,1352.4,1194.1,3789.5,6155.6,567.9,5577.8,2763.0,4068.7,2047.2,1393.1,2012.0,837.07,3596.1,1299.5,2111.7,3534.8,1488.4,3873.3,2058.4,3621.3,4681.7,3663.8,3420.8,2256.7,2558.8,808.91,3723.9,1965.5,3924.7,3006.3,2413.4,1489.7,1877.2,987.63,1708.0,1871.3,1256.8,931.69,1978.5,1093.7,834.22,1590.1,568.87,2261.3,931.31,2199.0,1754.2,2443.0,418.65,1180.0,2399.3,332.65,2416.6,753.88,2647.9,565.37,2218.3,330.19,486.49,1997.0,588.75,1156.9,1470.3,2105.6,569.9,852.91,935.89,1609.6,535.84,1036.1,1447.1,1448.2,1040.7,910.55,938.32,748.1,1687.7,1169.8,2173.4,1326.9,843.52,1042.2,1285.9,688.45,417.33,1324.5,1389.7,1253.1,797.92,1500.4,477.32,1505.9,502.97,1725.4,1072.3,517.6,974.46,932.22,738.3,741.44,1242.7,2121.9,261.22,2004.1,262.39,1800.8,1461.1,2709.2,1877.2,1948.4,2276.7,584.16,1462.0,509.75,1612.3,338.85,1815.7,1657.1,1608.7,1282.2,1097.1,1023.1,802.87,783.63,1562.2,943.08,1013.1,206.03,1133.1,639.81,507.2,568.56,539.77,1043.3,714.09,860.59,1061.0,1370.2,977.97,660.37,695.52,532.0,857.22,162.11,382.93,1013.4,920.23,1079.8,1091.0,699.16,832.76,719.87,364.73,1098.8,767.87,220.96,769.01,917.7,305.86,255.6,861.13,353.66,688.61,467.78,294.16,353.64,158.1,491.15,179.3,475.32,730.3,311.38,528.53,62.856,556.05,397.52,872.61,157.27,483.63,304.96,351.69,188.86,129.22,267.69,207.54,380.05,228.45,96.807,634.82,158.22,515.57,316.18,500.8,330.2,622.82,284.56,392.01,286.28,182.18,300.46,441.31,260.35,164.32,contraction
0.0,2272.5,3008.3,3224.4,10116.0,1883.4,5693.6,6377.7,2373.5,11321.0,7829.8,3443.1,933.69,3570.9,1820.8,431.98,1728.8,2272.0,3881.6,1449.8,2298.9,4051.1,2928.1,2410.4,3096.1,3457.0,1604.7,3451.4,1450.4,2392.9,270.48,2391.8,1992.0,2594.2,1225.1,173.06,1723.9,1133.6,923.66,2451.0,506.4,1401.1,1449.8,825.54,422.7,928.4,496.1,690.58,1045.1,1036.5,1215.4,1475.0,2218.9,701.21,1452.3,1401.1,1366.6,805.85,606.18,349.96,358.18,552.63,617.51,811.62,739.96,203.26,1057.2,1833.0,836.36,1001.5,975.36,911.44,927.91,83.192,924.42,546.47,234.9,565.53,165.83,1247.7,1900.4,777.48,604.13,568.79,808.83,1125.9,1769.0,717.83,1136.3,722.35,910.59,653.69,77.259,829.21,1280.1,1042.9,240.81,1448.8,1217.4,1499.3,1142.0,981.81,692.23,930.46,952.47,1510.2,1190.2,539.04,1125.8,863.86,534.97,660.8,792.94,1010.8,820.27,988.47,863.67,1054.5,1320.3,934.98,1058.7,782.96,614.16,1317.9,380.93,889.37,782.29,466.0,608.52,313.98,995.57,504.93,536.91,350.34,583.48,414.59,712.71,673.94,909.22,733.29,409.37,194.83,589.41,534.35,199.7,473.39,276.57,585.53,278.33,667.86,83.585,763.01,91.708,589.9,765.57,672.39,850.17,449.62,407.62,279.8,554.26,371.83,210.62,462.4,743.61,185.39,548.45,371.82,290.15,818.13,991.72,165.01,713.12,270.77,219.32,360.99,278.61,315.32,528.44,896.5,682.55,551.78,666.02,283.13,796.92,286.06,235.95,276.93,114.82,287.71,478.99,206.34,285.42,542.95,139.46,388.87,420.69,209.78,376.61,318.11,576.62,312.57,483.41,393.7,228.49,482.47,266.0,448.65,131.95,310.58,514.46,455.64,336.02,179.65,118.94,535.19,284.0,381.66,26.523,212.06,168.96,322.09,131.97,184.87,286.8,250.96,68.938,112.71,120.3,387.41,338.75,112.27,268.14,128.53,267.38,133.13,195.13,226.11,231.01,95.578,129.11,45.707,189.4,107.86,64.055,91.656,113.86,230.92,34.967,104.46,contraction
0.0,29990.0,25904.0,47903.0,76155.0,78811.0,65522.0,34311.0,27699.0,18639.0,14517.0,22065.0,21415.0,21075.0,17705.0,14335.0,23278.0,3897.8,5225.6,12240.0,2601.7,8742.3,2965.3,5810.4,10744.0,1243.1,4214.9,8285.1,7109.1,3657.6,3620.8,2734.1,1863.9,4705.8,2658.4,3425.1,3259.4,1949.8,4137.6,1992.3,2933.1,3302.6,1204.4,2871.0,3274.9,2131.7,3109.4,503.23,1277.8,627.87,1162.6,2268.7,1450.3,483.04,1273.1,2141.8,548.38,1067.3,2292.7,1356.4,1352.5,2085.6,360.35,1302.2,1307.2,735.23,507.39,886.49,329.31,856.67,762.4,349.23,970.0,745.56,1576.1,1252.1,834.46,1630.9,885.99,243.17,968.02,51.841,686.15,569.87,1010.5,721.51,297.04,311.84,541.19,611.21,220.02,406.09,1379.3,1366.1,179.54,482.84,1116.6,826.13,1289.6,1070.9,510.55,421.94,1250.4,267.19,152.99,683.64,751.64,674.02,819.33,983.99,1094.8,1104.4,420.53,825.48,405.68,390.05,799.24,665.31,244.61,553.75,748.22,829.38,524.05,637.17,545.25,654.57,750.05,824.29,586.55,1178.5,389.26,695.02,626.14,804.43,325.13,612.88,726.43,279.22,1028.6,741.0,700.33,664.31,736.96,344.94,350.75,578.28,1158.6,794.7,688.09,556.26,416.89,848.57,118.03,747.42,862.04,296.7,901.04,721.61,550.89,534.29,490.98,412.46,328.03,1248.7,738.81,952.44,1025.6,275.92,41.488,858.63,411.62,674.16,1420.2,124.85,931.55,742.15,866.5,639.92,783.15,41.377,59.27,1151.1,876.1,415.03,1776.4,715.72,1458.3,766.95,1122.1,207.41,371.66,814.19,606.73,713.59,318.49,866.37,207.73,114.3,415.67,569.43,534.57,340.95,800.9,480.4,772.29,313.27,645.34,925.13,180.39,760.09,516.59,202.6,154.28,669.66,579.1,162.45,546.47,382.03,177.01,874.0,703.33,265.54,541.3,416.31,81.745,542.32,470.2,517.28,692.18,494.05,210.48,684.28,535.65,495.62,102.9,226.57,268.23,305.11,451.8,203.2,325.18,267.96,87.814,239.28,280.36,367.76,83.984,250.51,361.77,222.41,contraction
0.0,22059.0,12889.0,18469.0,16650.0,18955.0,20341.0,31627.0,15977.0,20264.0,13571.0,19747.0,20740.0,12492.0,5543.0,8694.8,1379.8,7006.7,1887.4,3676.4,5270.6,8438.9,3095.5,3620.9,3675.5,2068.9,3864.0,106.46,3622.5,3198.7,2447.5,3319.2,891.45,1894.4,2903.3,536.43,1517.6,1336.7,1579.0,1402.5,1378.5,727.0,1029.0,1461.3,1563.2,698.15,966.15,1227.6,1128.8,715.11,1085.2,528.21,1271.5,1777.4,1479.7,1240.8,1295.2,660.4,127.55,256.06,574.47,267.06,376.47,752.3,616.58,845.47,490.77,1074.1,1047.6,667.93,983.32,1082.9,509.78,389.07,834.39,780.37,258.16,516.23,288.66,228.82,858.56,1082.9,259.51,1260.1,817.71,414.92,358.66,1267.4,720.0,1066.1,1851.8,798.07,781.12,681.53,467.94,1351.4,382.27,1360.7,494.94,1170.4,1557.8,584.03,1097.4,285.2,433.35,599.95,83.321,487.31,954.01,910.65,1363.6,1847.9,857.76,590.44,1120.0,714.66,1038.1,1185.7,1667.2,497.31,128.64,987.26,1049.4,967.23,1259.8,1092.1,703.93,886.12,2529.9,255.39,783.39,1309.3,496.17,1256.7,743.38,546.05,471.3,670.55,831.95,1376.7,240.47,618.43,167.23,854.79,830.79,980.3,519.53,607.78,1055.6,946.36,1811.3,1043.8,700.51,1045.2,1181.6,557.22,467.32,1398.3,2033.6,1354.3,414.58,923.15,807.27,771.94,1288.7,244.4,357.27,663.62,730.61,1263.5,314.55,715.97,413.47,314.78,556.38,1383.1,966.48,1393.2,721.77,529.82,391.65,266.04,109.34,662.27,223.78,500.15,986.97,805.63,619.55,630.17,1195.4,619.57,716.15,826.44,572.92,805.62,516.89,522.78,595.08,585.86,292.55,259.45,378.25,252.27,315.24,369.51,161.84,1076.1,267.11,923.26,111.77,376.48,493.68,511.84,348.33,557.42,494.55,228.47,512.88,342.26,641.8,250.42,517.4,799.54,88.822,108.28,403.35,288.37,258.63,62.715,520.05,160.09,94.344,333.46,288.1,221.12,240.6,364.57,114.85,251.32,125.75,138.53,85.218,231.44,76.511,248.22,233.69,168.77,313.35,193.89,contraction
0.0,26794.0,100880.0,51297.0,43867.0,47002.0,21115.0,54283.0,20476.0,19629.0,10933.0,19212.0,9693.5,13128.0,14837.0,7418.0,10744.0,4815.3,9653.8,10788.0,11319.0,5632.0,3676.4,486.02,1686.9,2966.2,6029.1,6329.6,6227.2,4173.3,3618.9,2940.0,3436.0,6644.5,3162.0,4533.1,2526.5,748.36,1506.5,915.73,2211.5,3548.3,2741.8,2702.9,1961.1,1566.1,2048.8,232.62,4100.1,2659.0,3027.9,2032.7,646.09,1515.4,2133.4,2579.7,3415.1,3406.4,1711.7,849.19,1680.3,2370.8,1243.9,2459.0,1771.6,1714.9,2034.6,778.12,1560.0,989.99,552.32,1309.1,846.4,1477.8,405.47,1018.3,1906.9,2020.9,1281.3,968.45,2301.4,556.03,500.8,1227.0,1313.4,2201.0,873.24,806.82,1412.9,1104.7,1231.9,691.37,227.42,416.05,1272.6,459.88,1169.7,1128.2,536.06,1338.1,461.16,401.73,544.43,361.35,803.39,1411.5,763.91,1244.8,47.056,920.14,876.26,740.05,616.04,746.79,162.36,437.95,727.94,1606.4,364.49,1114.6,313.53,129.34,754.44,446.98,1719.7,1123.3,1463.6,1019.3,402.03,657.9,202.8,105.09,997.76,1700.5,838.11,1065.1,900.54,616.12,277.51,125.99,1445.3,405.54,582.7,494.33,727.72,751.45,885.03,1519.4,1653.2,1073.3,618.46,1746.8,801.72,489.39,510.35,552.18,937.06,1364.6,678.13,836.73,1768.8,282.55,269.7,1031.8,109.43,592.14,803.73,740.72,911.28,708.1,558.67,1005.8,328.73,1478.8,1028.2,946.09,907.18,486.0,960.0,417.93,359.6,475.7,953.41,812.98,407.58,501.14,690.84,112.77,1587.5,737.36,998.98,429.71,711.37,330.49,525.39,650.66,399.24,886.08,298.18,280.28,574.08,672.91,550.85,120.68,318.55,408.69,916.55,379.69,588.96,629.14,488.32,712.74,296.57,294.83,559.95,800.49,722.07,164.04,290.9,478.05,726.4,123.35,333.94,262.46,270.55,367.79,506.32,178.49,306.14,459.0,268.68,316.6,328.85,183.73,219.35,184.74,353.62,164.8,361.66,175.56,368.69,111.96,161.99,189.69,426.05,118.94,75.361,114.16,119.98,263.52,contraction
0.0,5169.2,3781.2,12714.0,20510.0,25100.0,18374.0,18663.0,2632.7,21992.0,7768.1,33888.0,2541.3,17369.0,13531.0,22930.0,25422.0,18683.0,14244.0,13041.0,11209.0,12172.0,14649.0,1571.8,7244.5,2848.7,2694.2,5607.6,5998.9,8802.2,3790.8,4257.6,7668.4,554.19,4510.2,9495.5,6500.0,4401.7,792.48,7715.4,3461.3,2556.1,1397.8,4507.7,3053.2,3688.8,3718.3,3933.0,1564.3,2606.5,4847.6,2734.0,2850.8,3291.5,2984.5,191.67,3890.2,2225.7,2710.8,3175.7,2681.1,2062.9,940.22,1078.1,3783.7,1362.9,3747.5,1987.8,2894.9,1293.6,2438.6,2727.6,2834.6,1765.9,3378.5,4990.0,2576.7,1838.8,2578.9,3471.9,2165.0,702.99,2601.6,1613.2,1207.4,2566.8,1386.2,1956.3,731.33,680.86,834.44,2618.8,1835.7,1461.4,3114.6,779.8,2157.4,1398.4,373.73,717.88,1129.0,1571.9,2387.4,1023.3,1563.5,1261.4,1088.2,1948.7,2000.4,907.39,2350.2,3148.3,1099.2,965.62,1718.3,1106.9,1572.5,1629.7,690.19,673.7,1210.2,947.79,2083.8,1770.3,1805.3,2562.1,243.46,3094.7,1553.2,1317.0,1278.0,1720.9,1658.8,1264.3,358.23,965.79,1009.6,1341.8,2439.0,1193.2,1084.2,2434.2,1776.3,1542.9,1858.8,953.22,1756.6,416.43,1023.4,567.86,1257.7,976.85,1211.7,1632.6,1412.1,1181.0,746.36,388.83,969.26,1238.1,2522.1,1044.7,374.27,1202.0,711.46,1243.7,890.53,1329.9,1455.0,581.74,429.93,1559.6,1464.9,870.61,530.44,1343.1,943.57,2224.3,594.06,1170.5,1374.9,1597.3,1675.8,640.83,451.2,1612.3,429.84,317.24,1566.0,1019.9,833.22,408.45,694.86,2133.4,1277.9,795.95,1091.4,961.18,1957.1,1890.7,1282.0,1365.3,1455.2,1803.0,717.67,1291.6,1138.5,686.53,661.79,1443.4,616.38,214.94,586.03,327.49,1046.8,1336.7,715.01,1059.1,1089.2,904.47,1663.6,946.58,157.72,808.96,1343.1,214.5,832.54,578.01,383.16,186.91,506.26,924.58,426.63,713.92,307.26,890.55,579.62,649.44,628.62,310.27,533.27,661.78,642.15,507.55,608.36,477.27,664.96,329.54,734.58,410.68,contraction
0.0,27385.0,107310.0,76996.0,36904.0,58709.0,33773.0,34207.0,41308.0,44761.0,42074.0,38193.0,33082.0,27075.0,10063.0,21093.0,11047.0,6843.3,5070.3,3900.1,9373.8,7432.5,4996.3,2749.5,3851.0,1586.6,4413.9,7995.3,3394.4,7191.5,6144.6,5596.6,4019.7,3620.6,4843.6,6147.4,4842.7,2151.0,3296.5,528.2,2057.1,638.94,3206.6,2486.9,2836.8,2795.1,4050.1,843.27,3735.2,4410.2,5107.4,1306.3,1005.7,2937.6,2893.7,1193.7,1163.1,241.33,1743.4,1493.7,2205.5,2422.9,1390.3,3532.4,2973.7,1839.5,1368.5,1539.3,3640.2,1329.0,1510.1,932.86,647.45,648.74,1050.8,2122.6,2555.5,1186.4,1008.9,488.01,1416.9,2733.1,1505.4,1997.8,1629.7,1696.0,1381.1,808.63,1881.4,1719.7,1114.2,1023.2,589.19,848.83,1260.9,612.22,2402.7,1048.0,577.76,2307.4,999.32,910.08,779.38,554.99,2030.3,264.16,1513.4,1164.3,1359.0,602.16,738.59,1089.0,1201.8,1114.3,535.39,1311.7,1067.6,1862.6,904.64,1005.0,1619.9,936.24,1428.3,448.06,1038.9,1567.7,610.01,342.43,718.04,840.95,871.99,700.02,635.29,234.01,607.43,608.79,967.06,420.41,1592.7,1674.7,861.91,752.32,1425.2,1410.7,1366.2,906.4,967.34,340.55,198.83,1454.9,549.2,1106.4,541.03,626.13,1519.7,510.29,1715.4,492.17,410.14,816.08,1421.7,1051.3,1208.1,733.22,930.26,301.09,861.53,1528.9,771.8,1453.5,857.77,373.17,834.82,630.26,765.1,1367.4,1194.9,1343.9,1368.2,1238.8,621.14,1307.6,474.17,1127.8,704.59,1127.6,562.28,906.94,833.75,1252.6,753.48,1644.2,563.62,1063.6,402.13,397.7,145.75,987.88,424.95,978.39,496.47,669.38,652.95,378.91,690.36,431.64,744.8,254.68,700.82,168.18,590.09,331.05,413.28,780.6,401.92,412.08,368.43,351.27,685.85,269.58,837.9,145.64,152.47,570.1,576.19,376.16,481.39,71.565,374.7,459.72,437.96,134.62,104.86,163.1,219.82,337.6,129.0,208.21,564.0,40.942,259.2,95.013,255.59,148.36,262.78,274.07,87.092,270.78,319.07,113.01,contraction
0.0,2333.6,20841.0,13092.0,4683.3,4937.3,7246.9,7419.4,6804.6,6139.2,1805.1,3228.0,6126.2,683.05,4812.1,5499.6,3056.9,4499.8,6282.8,4915.5,6799.0,6828.9,4569.9,4817.4,4142.8,3630.6,1316.9,3906.9,2094.5,755.26,2029.6,1128.4,923.5,655.22,2085.0,2846.2,906.58,1863.4,2470.7,229.5,1984.4,1134.8,575.28,650.31,1603.1,1700.4,735.83,1191.1,1788.8,869.89,1166.7,55.191,1690.4,2524.3,2339.3,2903.8,3215.7,1165.0,1659.5,1783.3,720.85,1592.5,1278.7,498.78,1381.7,1658.7,2192.3,356.66,1831.8,1536.2,1464.7,1877.4,1381.1,513.5,2357.9,1969.8,1410.2,3024.3,590.81,969.51,2064.8,704.66,915.85,1748.3,1151.4,2075.0,677.9,1628.3,1452.6,2011.0,2302.2,933.17,114.22,1610.2,1266.1,1489.5,2862.0,1810.5,1517.5,1742.5,531.12,903.95,1531.4,377.16,913.19,230.64,1060.6,909.24,1174.5,1905.2,1077.1,1007.3,693.89,897.28,553.89,2321.7,796.05,1559.5,1667.9,1324.2,1386.8,1613.8,551.47,289.0,1706.8,311.64,485.01,1490.0,1799.0,1412.8,2159.8,908.78,903.98,495.33,1536.7,707.61,1738.4,1467.1,769.73,1185.3,986.67,274.04,530.08,689.92,1205.7,1032.3,751.16,662.49,429.24,1342.4,525.05,688.34,472.92,296.51,521.85,724.75,1148.3,1038.8,667.67,1751.3,547.03,257.32,388.35,1289.1,533.64,648.49,744.32,1292.8,192.63,309.66,399.71,1714.3,780.81,166.06,755.69,1219.4,434.29,934.73,1077.3,662.56,1131.4,509.74,886.93,175.91,834.88,559.82,734.15,650.76,91.652,580.57,329.16,400.83,284.27,416.1,871.2,277.84,810.88,183.44,843.49,769.09,146.37,1037.9,438.69,226.56,370.98,580.09,326.51,414.65,116.57,249.61,444.88,646.49,626.0,111.95,460.95,461.38,68.585,655.59,564.18,301.53,402.78,386.99,254.4,348.05,548.71,528.82,387.94,260.47,186.41,309.56,300.1,218.97,35.82,311.2,348.89,304.08,334.14,207.99,128.91,229.57,302.61,263.24,132.35,167.59,89.983,9.0162,19.261,145.87,87.537,232.03,contraction
0.0,4258.8,53885.0,48285.0,21474.0,9795.0,12856.0,8100.7,15428.0,18250.0,8111.8,3260.8,16221.0,4094.5,16550.0,12531.0,25930.0,20844.0,28148.0,21810.0,8695.5,14735.0,6263.8,12954.0,1515.1,1971.5,2869.3,6087.9,5932.8,4418.6,8225.4,1738.2,4480.6,4034.7,2453.8,6322.3,5293.9,8231.4,4749.9,5433.6,5470.1,3917.5,6092.7,4923.2,3932.7,1232.9,1229.0,4485.2,2785.8,5306.2,1186.2,2656.4,3011.5,4043.2,2585.5,4317.2,4148.7,5916.3,6854.1,2670.2,3926.0,3918.1,5509.3,2101.3,2153.1,3407.5,2056.9,2922.5,1315.1,1393.5,919.4,2026.7,1287.6,1112.8,2358.3,2819.3,2844.8,688.51,4184.2,4417.6,2525.4,2182.8,5258.3,2191.9,4132.0,1136.3,3202.7,843.02,1297.7,591.86,2529.3,1624.3,2674.4,1702.9,1758.7,3670.6,3849.2,2139.4,4017.6,5201.5,2891.5,1599.6,3296.6,4510.8,3262.1,804.09,1512.1,2957.5,1568.9,2209.0,2536.9,307.7,2905.0,2124.6,1453.5,3237.6,3549.7,3036.7,1251.0,2419.7,2671.5,1770.8,360.21,2862.3,3805.1,649.92,1752.3,1169.6,544.93,2282.9,2036.6,584.87,1208.0,3430.5,457.0,1256.7,1500.5,1576.3,370.1,3139.4,3461.2,1855.6,1028.7,1434.0,1851.3,1853.5,1182.5,509.88,1421.6,1240.3,1927.1,956.02,388.99,690.16,1734.4,1569.0,765.47,658.53,202.58,2574.6,2421.5,1587.6,1066.8,1483.4,279.53,2414.1,1109.1,1521.7,1089.2,2737.5,1364.0,1275.0,1494.2,616.43,567.67,1674.9,162.24,1613.6,1002.7,2310.3,1522.1,760.2,1537.9,65.869,1014.0,1924.4,398.56,1927.5,2389.7,1326.5,1216.0,1181.5,281.95,2170.2,205.13,760.06,1677.1,1736.5,1440.5,1633.7,2120.3,190.83,124.51,1049.9,199.44,220.05,732.09,615.72,1168.2,203.78,538.25,1359.1,578.17,718.2,657.03,609.01,878.72,814.02,1035.1,974.48,716.96,1321.7,554.16,646.36,427.81,95.608,435.49,837.16,402.1,249.6,672.18,732.26,663.21,478.1,600.99,254.09,633.58,516.52,963.42,803.08,198.67,336.3,642.89,332.02,537.46,293.25,37.016,323.32,374.45,382.42,contraction
0.0,35554.0,32533.0,31945.0,21606.0,12281.0,9281.1,1063.0,2223.4,1604.3,1789.5,1739.1,1231.3,1034.4,1505.1,1493.3,746.46,1749.9,2061.7,1442.4,1021.0,650.91,365.47,1129.7,459.17,433.55,845.32,745.74,823.19,803.44,1464.0,34.559,398.48,874.04,536.76,495.64,684.07,567.35,245.42,398.13,487.34,1054.1,290.83,178.41,688.21,229.01,672.09,13.955,247.31,694.78,702.46,435.28,432.96,679.36,354.74,530.21,409.36,88.822,511.98,80.678,222.0,267.47,691.08,1086.5,288.96,239.8,398.92,222.44,169.7,211.22,335.28,475.03,183.62,369.19,739.36,361.97,340.45,468.9,178.77,406.24,446.65,515.6,167.88,223.52,311.36,317.2,399.59,591.39,269.11,381.81,255.87,97.931,144.74,756.7,278.86,477.47,405.39,387.46,189.47,454.34,137.65,327.03,211.48,360.66,335.87,631.04,233.78,497.63,86.349,401.25,90.575,256.28,542.3,175.73,216.72,391.47,245.59,181.66,163.47,528.01,118.03,247.95,306.1,159.57,176.88,438.11,137.19,388.6,427.9,380.95,230.17,755.94,127.37,269.84,199.73,396.49,575.23,379.8,353.0,271.29,453.62,203.86,197.89,251.58,515.98,728.56,89.501,361.82,269.65,789.07,345.42,554.7,429.75,591.38,144.98,268.41,496.3,456.51,343.31,246.81,150.85,196.18,278.45,278.74,370.14,492.29,221.51,396.04,190.07,548.93,276.84,305.08,489.69,632.98,698.88,429.28,510.11,685.04,406.87,340.2,440.22,424.51,410.97,418.73,210.88,306.49,622.87,114.2,102.93,83.08,206.92,646.8,267.93,123.93,373.42,332.36,571.88,407.6,326.46,407.75,558.33,290.17,253.6,327.94,92.32,363.62,278.28,453.21,51.669,169.06,158.88,182.78,96.303,69.049,145.05,136.9,51.19,329.14,143.26,32.678,424.51,467.14,107.56,171.67,160.04,130.01,250.91,144.61,175.01,190.35,292.75,134.58,98.992,198.75,380.62,175.45,81.78,134.04,170.23,13.669,270.8,167.91,184.37,108.07,94.783,205.33,101.19,152.13,264.16,226.37,rest
